Time,Spacecraft Clock,MAG ID,Br,Bt,Bn,Bmag,Average Bmag,Delta,Lambda,RMS Br,RMS Bt,RMS Bn,NPTS,DFLAG
1979-03-08T14:14:20.446,16482:06:001,1,    9.806,    5.791,   -0.175,   11.390,   11.390, -0.881, 30.565,   0.003,   0.014,   0.003, 5,"""        """
1979-03-08T14:15:08.446,16482:07:001,1,    9.786,    5.766,   -0.199,   11.360,   11.360, -1.003, 30.507,   0.008,   0.008,   0.010, 5,"""        """
1979-03-08T14:15:56.446,16482:08:001,1,    9.748,    5.742,   -0.225,   11.316,   11.316, -1.138, 30.501,   0.004,   0.007,   0.004, 5,"""        """
1979-03-08T14:16:44.446,16482:09:001,1,    9.723,    5.705,   -0.229,   11.275,   11.275, -1.165, 30.403,   0.015,   0.017,   0.004, 5,"""        """
1979-03-08T14:17:32.447,16482:10:001,1,    9.708,    5.671,   -0.205,   11.245,   11.245, -1.047, 30.292,   0.011,   0.006,   0.016, 5,"""        """
1979-03-08T14:18:20.447,16482:11:001,1,    9.683,    5.669,   -0.169,   11.222,   11.222, -0.863, 30.346,   0.015,   0.020,   0.004, 5,"""        """
1979-03-08T14:19:08.447,16482:12:001,1,    9.633,    5.656,   -0.171,   11.172,   11.172, -0.878, 30.419,   0.009,   0.011,   0.007, 5,"""        """
1979-03-08T14:19:56.447,16482:13:001,1,    9.632,    5.695,   -0.162,   11.191,   11.191, -0.830, 30.592,   0.008,   0.004,   0.003, 5,"""        """
1979-03-08T14:20:44.447,16482:14:001,1,    9.615,    5.665,   -0.181,   11.162,   11.162, -0.928, 30.507,   0.008,   0.024,   0.011, 5,"""        """
1979-03-08T14:21:32.447,16482:15:001,1,    9.602,    5.608,   -0.220,   11.122,   11.122, -1.136, 30.287,   0.026,   0.003,   0.006, 5,"""        """
1979-03-08T14:22:20.447,16482:16:001,1,    9.502,    5.587,   -0.202,   11.025,   11.025, -1.052, 30.456,   0.017,   0.005,   0.015, 5,"""        """
1979-03-08T14:23:08.447,16482:17:001,1,    9.466,    5.628,   -0.168,   11.014,   11.014, -0.875, 30.733,   0.009,   0.009,   0.010, 5,"""        """
1979-03-08T14:23:56.447,16482:18:001,1,    9.428,    5.580,   -0.168,   10.957,   10.957, -0.877, 30.620,   0.002,   0.011,   0.004, 5,"""        """
1979-03-08T14:24:44.447,16482:19:001,1,    9.404,    5.556,   -0.199,   10.925,   10.925, -1.046, 30.574,   0.007,   0.016,   0.005, 5,"""        """
1979-03-08T14:25:32.448,16482:20:001,1,    9.433,    5.640,   -0.151,   10.991,   10.991, -0.785, 30.875,   0.007,   0.015,   0.010, 5,"""        """
1979-03-08T14:26:20.448,16482:21:001,1,    9.419,    5.605,   -0.177,   10.962,   10.962, -0.923, 30.753,   0.004,   0.024,   0.014, 5,"""        """
1979-03-08T14:27:08.448,16482:22:001,1,    9.456,    5.532,   -0.168,   10.957,   10.957, -0.876, 30.330,   0.024,   0.013,   0.022, 5,"""        """
1979-03-08T14:27:56.448,16482:23:001,1,    9.451,    5.445,   -0.130,   10.908,   10.908, -0.680, 29.949,   0.015,   0.025,   0.009, 5,"""        """
1979-03-08T14:28:44.448,16482:24:001,1,    9.355,    5.353,   -0.126,   10.779,   10.779, -0.667, 29.779,   0.028,   0.027,   0.019, 5,"""        """
1979-03-08T14:29:32.448,16482:25:001,1,    9.224,    5.309,   -0.083,   10.643,   10.643, -0.446, 29.922,   0.032,   0.003,   0.008, 5,"""        """
1979-03-08T14:30:20.448,16482:26:001,1,    9.187,    5.290,   -0.091,   10.601,   10.601, -0.491, 29.933,   0.011,   0.023,   0.007, 5,"""        """
1979-03-08T14:31:08.448,16482:27:001,1,    9.192,    5.259,   -0.146,   10.591,   10.591, -0.789, 29.777,   0.008,   0.013,   0.024, 5,"""        """
1979-03-08T14:31:56.448,16482:28:001,1,    9.210,    5.348,   -0.165,   10.651,   10.651, -0.887, 30.141,   0.017,   0.031,   0.005, 5,"""        """
1979-03-08T14:32:44.448,16482:29:001,1,    9.242,    5.431,   -0.185,   10.721,   10.721, -0.987, 30.438,   0.016,   0.016,   0.015, 5,"""        """
1979-03-08T14:33:32.448,16482:30:001,1,    9.266,    5.407,   -0.275,   10.732,   10.732, -1.469, 30.265,   0.023,   0.021,   0.039, 5,"""        """
1979-03-08T14:34:20.449,16482:31:001,1,    8.788,    5.172,   -0.280,   10.201,   10.202, -1.573, 30.478,   0.964,   0.482,   0.148, 5,"""        """
1979-03-08T14:35:08.449,16482:32:001,1,    9.299,    5.412,   -0.363,   10.765,   10.765, -1.934, 30.198,   0.024,   0.006,   0.023, 5,"""        """
1979-03-08T14:35:56.449,16482:33:001,1,    9.263,    5.408,   -0.397,   10.733,   10.733, -2.121, 30.276,   0.006,   0.003,   0.013, 5,"""        """
1979-03-08T14:36:44.449,16482:34:001,1,    9.266,    5.369,   -0.356,   10.715,   10.715, -1.902, 30.088,   0.021,   0.037,   0.023, 5,"""        """
1979-03-08T14:37:32.449,16482:35:001,1,    9.103,    5.267,   -0.483,   10.528,   10.528, -2.627, 30.052,   0.058,   0.013,   0.049, 5,"""        """
1979-03-08T14:38:20.449,16482:36:001,1,    8.986,    5.239,   -0.528,   10.415,   10.415, -2.905, 30.246,   0.014,   0.002,   0.022, 5,"""        """
1979-03-08T14:39:08.449,16482:37:001,1,    8.983,    5.149,   -0.515,   10.367,   10.367, -2.850, 29.824,   0.013,   0.033,   0.022, 5,"""        """
1979-03-08T14:39:56.449,16482:38:001,1,    8.979,    5.077,   -0.615,   10.333,   10.333, -3.410, 29.485,   0.017,   0.019,   0.025, 5,"""        """
1979-03-08T14:40:44.449,16482:39:001,1,    9.042,    5.033,   -0.689,   10.372,   10.372, -3.806, 29.100,   0.011,   0.007,   0.012, 5,"""        """
1979-03-08T14:41:32.449,16482:40:001,1,    9.033,    5.038,   -0.620,   10.362,   10.362, -3.429, 29.147,   0.023,   0.014,   0.013, 5,"""        """
1979-03-08T14:42:20.450,16482:41:001,1,    8.963,    4.976,   -0.721,   10.277,   10.277, -4.023, 29.039,   0.025,   0.010,   0.043, 5,"""        """
1979-03-08T14:43:08.450,16482:42:001,1,    9.034,    4.977,   -0.811,   10.346,   10.346, -4.494, 28.852,   0.057,   0.012,   0.005, 5,"""        """
1979-03-08T14:43:56.450,16482:43:001,1,    9.133,    4.970,   -0.785,   10.427,   10.427, -4.320, 28.554,   0.015,   0.011,   0.018, 5,"""        """
1979-03-08T14:44:44.450,16482:44:001,1,    9.216,    4.993,   -0.757,   10.508,   10.508, -4.133, 28.448,   0.026,   0.010,   0.005, 5,"""        """
1979-03-08T14:45:32.450,16482:45:001,1,    9.240,    4.914,   -0.799,   10.496,   10.496, -4.368, 28.006,   0.030,   0.031,   0.018, 5,"""        """
1979-03-08T14:46:20.450,16482:46:001,1,    9.123,    4.921,   -0.852,   10.400,   10.400, -4.699, 28.340,   0.015,   0.016,   0.021, 5,"""        """
1979-03-08T14:47:08.450,16482:47:001,1,    9.078,    4.964,   -0.809,   10.378,   10.378, -4.471, 28.672,   0.008,   0.009,   0.025, 5,"""        """
1979-03-08T14:47:56.450,16482:48:001,1,    9.054,    4.963,   -0.765,   10.354,   10.354, -4.240, 28.729,   0.006,   0.005,   0.008, 5,"""        """
1979-03-08T14:48:44.450,16482:49:001,1,    9.103,    4.963,   -0.774,   10.397,   10.397, -4.268, 28.597,   0.021,   0.012,   0.013, 5,"""        """
1979-03-08T14:49:32.450,16482:50:001,1,    9.114,    4.992,   -0.673,   10.413,   10.413, -3.707, 28.710,   0.008,   0.004,   0.025, 5,"""        """
1979-03-08T14:50:20.451,16482:51:001,1,    9.173,    4.973,   -0.696,   10.457,   10.457, -3.817, 28.463,   0.028,   0.011,   0.014, 5,"""        """
1979-03-08T14:51:08.451,16482:52:001,1,    9.210,    4.922,   -0.683,   10.465,   10.465, -3.741, 28.120,   0.011,   0.008,   0.007, 5,"""        """
1979-03-08T14:51:56.451,16482:53:001,1,    9.151,    4.874,   -0.685,   10.391,   10.391, -3.778, 28.043,   0.015,   0.032,   0.007, 5,"""        """
1979-03-08T14:52:44.451,16482:54:001,1,    9.097,    4.728,   -0.661,   10.273,   10.273, -3.689, 27.463,   0.023,   0.044,   0.008, 5,"""        """
1979-03-08T14:53:32.451,16482:55:001,1,    9.018,    4.597,   -0.707,   10.147,   10.147, -3.997, 27.009,   0.026,   0.039,   0.019, 5,"""        """
1979-03-08T14:54:20.451,16482:56:001,1,    8.900,    4.495,   -0.743,    9.998,    9.998, -4.264, 26.799,   0.044,   0.025,   0.004, 5,"""        """
1979-03-08T14:55:08.451,16482:57:001,1,    8.774,    4.480,   -0.797,    9.883,    9.884, -4.626, 27.051,   0.025,   0.014,   0.023, 5,"""        """
1979-03-08T14:55:56.451,16482:58:001,1,    8.662,    4.505,   -0.856,    9.801,    9.802, -5.009, 27.479,   0.045,   0.004,   0.018, 5,"""        """
1979-03-08T14:56:44.451,16482:59:001,1,    8.487,    4.527,   -0.898,    9.661,    9.661, -5.335, 28.072,   0.039,   0.017,   0.011, 5,"""        """
1979-03-08T14:57:32.451,16483:00:001,1,    8.379,    4.598,   -0.861,    9.597,    9.597, -5.145, 28.754,   0.035,   0.020,   0.022, 5,"""        """
1979-03-08T14:58:20.451,16483:01:001,1,    8.301,    4.658,   -0.782,    9.551,    9.551, -4.698, 29.301,   0.014,   0.014,   0.020, 5,"""        """
1979-03-08T14:59:08.452,16483:02:001,1,    8.319,    4.558,   -0.659,    9.509,    9.509, -3.973, 28.719,   0.018,   0.046,   0.058, 5,"""        """
1979-03-08T14:59:56.452,16483:03:001,1,    8.372,    4.354,   -0.507,    9.450,    9.450, -3.075, 27.477,   0.025,   0.029,   0.016, 5,"""        """
1979-03-08T15:00:44.452,16483:04:001,1,    8.497,    4.322,   -0.588,    9.551,    9.551, -3.527, 26.963,   0.031,   0.027,   0.068, 5,"""        """
1979-03-08T15:01:32.452,16483:05:001,1,    8.422,    4.531,   -0.771,    9.595,    9.595, -4.609, 28.281,   0.032,   0.055,   0.029, 5,"""        """
1979-03-08T15:02:20.452,16483:06:001,1,    8.242,    4.693,   -0.773,    9.516,    9.516, -4.662, 29.656,   0.060,   0.044,   0.042, 5,"""        """
1979-03-08T15:03:08.452,16483:07:001,1,    8.092,    4.782,   -0.602,    9.419,    9.419, -3.666, 30.585,   0.053,   0.016,   0.044, 5,"""        """
1979-03-08T15:03:56.452,16483:08:001,1,    7.938,    4.695,   -0.484,    9.235,    9.235, -3.004, 30.599,   0.020,   0.045,   0.022, 5,"""        """
1979-03-08T15:04:44.452,16483:09:001,1,    7.886,    4.579,   -0.423,    9.129,    9.129, -2.654, 30.141,   0.007,   0.024,   0.008, 5,"""        """
1979-03-08T15:05:32.452,16483:10:001,1,    7.907,    4.556,   -0.373,    9.133,    9.133, -2.338, 29.953,   0.011,   0.005,   0.025, 5,"""        """
1979-03-08T15:06:20.452,16483:11:001,1,    7.909,    4.581,   -0.254,    9.143,    9.143, -1.591, 30.079,   0.022,   0.001,   0.034, 5,"""        """
1979-03-08T15:07:08.453,16483:12:001,1,    7.839,    4.478,   -0.255,    9.032,    9.032, -1.615, 29.739,   0.040,   0.055,   0.041, 5,"""        """
1979-03-08T15:07:56.453,16483:13:001,1,    7.660,    4.446,   -0.212,    8.859,    8.859, -1.370, 30.134,   0.026,   0.029,   0.045, 5,"""        """
1979-03-08T15:08:44.453,16483:14:001,1,    7.648,    4.513,   -0.047,    8.880,    8.881, -0.306, 30.542,   0.025,   0.021,   0.044, 5,"""        """
1979-03-08T15:09:32.453,16483:15:001,1,    7.719,    4.511,    0.075,    8.941,    8.941,  0.483, 30.299,   0.010,   0.046,   0.009, 5,"""        """
1979-03-08T15:10:20.453,16483:16:001,1,    7.746,    4.299,   -0.100,    8.860,    8.861, -0.648, 29.032,   0.029,   0.050,   0.099, 5,"""        """
1979-03-08T15:11:08.453,16483:17:001,1,    7.700,    4.146,   -0.303,    8.750,    8.750, -1.987, 28.298,   0.074,   0.031,   0.019, 5,"""        """
1979-03-08T15:11:56.453,16483:18:001,1,    7.507,    4.056,   -0.335,    8.539,    8.539, -2.250, 28.380,   0.021,   0.007,   0.020, 5,"""        """
1979-03-08T15:12:44.453,16483:19:001,1,    7.388,    4.120,   -0.268,    8.463,    8.464, -1.814, 29.145,   0.066,   0.034,   0.053, 5,"""        """
1979-03-08T15:13:32.453,16483:20:001,1,    7.213,    4.156,   -0.140,    8.326,    8.326, -0.962, 29.947,   0.019,   0.008,   0.019, 5,"""        """
1979-03-08T15:14:20.453,16483:21:001,1,    7.281,    4.181,   -0.133,    8.397,    8.397, -0.907, 29.867,   0.023,   0.036,   0.019, 5,"""        """
1979-03-08T15:15:08.453,16483:22:001,1,    7.380,    4.376,   -0.163,    8.582,    8.582, -1.087, 30.662,   0.023,   0.031,   0.056, 5,"""        """
1979-03-08T15:15:56.454,16483:23:001,1,    7.215,    4.345,   -0.288,    8.428,    8.428, -1.960, 31.057,   0.114,   0.025,   0.012, 5,"""        """
1979-03-08T15:16:44.454,16483:24:001,1,    7.217,    4.231,   -0.268,    8.370,    8.371, -1.833, 30.385,   0.160,   0.023,   0.120, 5,"""        """
1979-03-08T15:17:32.454,16483:25:001,1,    7.249,    4.104,   -0.625,    8.354,    8.354, -4.291, 29.518,   0.084,   0.029,   0.058, 5,"""        """
1979-03-08T15:18:20.454,16483:26:001,1,    7.185,    4.271,   -0.684,    8.387,    8.387, -4.679, 30.731,   0.048,   0.074,   0.042, 5,"""        """
1979-03-08T15:19:08.454,16483:27:001,1,    7.406,    4.234,   -0.668,    8.557,    8.557, -4.477, 29.755,   0.028,   0.072,   0.078, 5,"""        """
1979-03-08T15:19:56.454,16483:28:001,1,    7.619,    4.386,   -0.919,    8.839,    8.844, -5.965, 29.926,   0.063,   0.094,   0.269, 5,"""        """
1979-03-08T15:20:44.454,16483:29:001,1,    7.434,    4.075,   -0.967,    8.533,    8.535, -6.510, 28.729,   0.029,   0.092,   0.141, 5,"""        """
1979-03-08T15:21:32.454,16483:30:001,1,    7.587,    4.506,   -0.944,    8.875,    8.877, -6.104, 30.704,   0.123,   0.096,   0.170, 5,"""        """
1979-03-08T15:22:20.454,16483:31:001,1,    7.307,    4.305,   -1.167,    8.561,    8.562, -7.837, 30.506,   0.075,   0.049,   0.047, 5,"""        """
1979-03-08T15:23:08.454,16483:32:001,1,    7.330,    4.144,   -0.787,    8.457,    8.458, -5.343, 29.479,   0.096,   0.043,   0.110, 5,"""        """
1979-03-08T15:23:56.455,16483:33:001,1,    7.193,    4.029,   -0.976,    8.302,    8.303, -6.753, 29.256,   0.110,   0.044,   0.106, 5,"""        """
1979-03-08T15:24:44.455,16483:34:001,1,    7.193,    3.881,   -0.987,    8.233,    8.233, -6.883, 28.345,   0.089,   0.124,   0.086, 5,"""        """
1979-03-08T15:25:32.455,16483:35:001,1,    7.040,    3.800,   -0.915,    8.052,    8.053, -6.526, 28.356,   0.024,   0.042,   0.040, 5,"""        """
1979-03-08T15:26:20.455,16483:36:001,1,    7.000,    3.866,   -0.535,    8.014,    8.017, -3.830, 28.908,   0.079,   0.062,   0.180, 5,"""        """
1979-03-08T15:27:08.455,16483:37:001,1,    7.180,    4.257,   -0.103,    8.348,    8.350, -0.706, 30.665,   0.025,   0.202,   0.036, 4,"""        """
1979-03-08T15:27:56.455,16483:38:001,1,    7.002,    4.504,   -0.022,    8.326,    8.327, -0.149, 32.751,   0.066,   0.127,   0.090, 5,"""        """
1979-03-08T15:28:44.455,16483:39:001,1,    7.322,    4.695,   -0.597,    8.718,    8.724, -3.930, 32.670,   0.091,   0.169,   0.272, 5,"""        """
1979-03-08T15:29:32.455,16483:40:001,1,    7.454,    4.130,   -0.991,    8.579,    8.581, -6.636, 28.990,   0.077,   0.124,   0.135, 5,"""        """
1979-03-08T15:30:20.455,16483:41:001,1,    7.138,    3.893,   -1.077,    8.202,    8.202, -7.547, 28.607,   0.083,   0.049,   0.031, 5,"""        """
1979-03-08T15:31:08.455,16483:42:001,1,    7.255,    3.681,   -1.012,    8.198,    8.202, -7.089, 26.903,   0.086,   0.237,   0.090, 5,"""        """
1979-03-08T15:31:56.456,16483:43:001,1,    7.088,    3.165,   -1.011,    7.828,    7.830, -7.420, 24.058,   0.095,   0.157,   0.121, 5,"""        """
1979-03-08T15:32:44.456,16483:44:001,1,    7.023,    2.602,   -0.880,    7.541,    7.552, -6.702, 20.333,   0.226,   0.253,   0.289, 5,"""        """
1979-03-08T15:33:32.456,16483:45:001,1,    6.945,    2.880,   -1.398,    7.647,    7.652,-10.531, 22.525,   0.112,   0.141,   0.234, 5,"""        """
1979-03-08T15:34:20.456,16483:46:001,1,    6.959,    2.629,   -1.381,    7.566,    7.616,-10.520, 20.694,   0.301,   0.634,   0.519, 5,"""        """
1979-03-08T15:35:08.456,16483:47:001,1,    7.526,    1.490,    0.106,    7.673,    7.708,  0.794, 11.199,   0.075,   0.150,   0.717, 5,"""        """
1979-03-08T15:35:56.456,16483:48:001,1,    7.220,    1.841,   -0.407,    7.462,    7.626, -3.129, 14.305,   0.417,   1.257,   0.849, 5,"""        """
1979-03-08T15:36:44.456,16483:49:001,1,    6.667,    3.311,   -1.224,    7.544,    7.558, -9.335, 26.413,   0.129,   0.426,   0.247, 5,"""        """
1979-03-08T15:37:32.456,16483:50:001,1,    6.202,    2.606,   -0.442,    6.742,    6.778, -3.759, 22.791,   0.674,   0.601,   0.575, 5,"""        """
1979-03-08T15:38:20.456,16483:51:001,1,    6.642,    3.439,   -0.735,    7.515,    7.521, -5.614, 27.374,   0.086,   0.216,   0.199, 5,"""        """
1979-03-08T15:39:08.456,16483:52:001,1,    6.510,    3.460,   -1.154,    7.462,    7.463, -8.897, 27.995,   0.049,   0.055,   0.085, 5,"""        """
1979-03-08T15:39:56.456,16483:53:001,1,    6.285,    3.160,   -0.976,    7.102,    7.102, -7.900, 26.695,   0.120,   0.078,   0.024, 5,"""        """
1979-03-08T15:40:44.457,16483:54:001,1,    6.242,    3.309,   -1.034,    7.140,    7.143, -8.326, 27.929,   0.025,   0.179,   0.130, 5,"""        """
1979-03-08T15:41:32.457,16483:55:001,1,    6.482,    3.856,   -0.771,    7.581,    7.585, -5.834, 30.751,   0.168,   0.194,   0.213, 5,"""        """
1979-03-08T15:42:20.457,16483:56:001,1,    6.030,    3.519,   -1.187,    7.082,    7.084, -9.653, 30.266,   0.294,   0.260,   0.076, 5,"""        """
1979-03-08T15:43:08.457,16483:57:001,1,    2.557,    0.309,    0.839,    2.708,    3.807, 18.038,  6.894,   2.093,   1.721,   1.366, 5,"""        """
1979-03-08T15:43:56.457,16483:58:001,1,   -1.617,   -0.505,   -0.415,    1.744,    3.689,-13.765,197.326,   3.172,   1.199,   1.026, 5,"""        """
1979-03-08T15:44:44.457,16483:59:001,1,    6.153,    3.279,   -0.960,    7.038,    7.042, -7.843, 28.056,   0.335,   0.114,   0.141, 5,"""        """
1979-03-08T15:45:32.457,16484:00:001,1,    5.954,    4.190,   -1.188,    7.377,    7.457, -9.269, 35.136,   0.321,   1.107,   0.111, 5,"""        """
1979-03-08T15:46:20.457,16484:01:001,1,    6.261,    4.599,   -0.555,    7.789,    7.825, -4.083, 36.301,   0.321,   0.631,   0.294, 5,"""        """
1979-03-08T15:47:08.457,16484:02:001,1,    6.606,    2.943,   -1.047,    7.307,    7.319, -8.237, 24.015,   0.069,   0.444,   0.124, 5,"""        """
1979-03-08T15:47:56.457,16484:03:001,1,    3.806,    0.671,   -0.490,    3.896,    4.571, -7.229,  9.993,   2.922,   1.103,   0.842, 5,"""        """
1979-03-08T15:48:44.458,16484:04:001,1,   -4.656,   -0.712,   -0.658,    4.755,    4.998, -7.959,188.694,   1.964,   1.236,   0.667, 5,"""        """
1979-03-08T15:49:32.458,16484:05:001,1,    5.522,    2.906,   -0.399,    6.252,    6.323, -3.655, 27.756,   1.220,   1.323,   0.320, 5,"""        """
1979-03-08T15:50:20.458,16484:06:001,1,    6.169,    2.892,   -0.547,    6.835,    6.837, -4.592, 25.120,   0.167,   0.156,   0.158, 5,"""        """
1979-03-08T15:51:08.458,16484:07:001,1,    5.503,    2.694,   -0.135,    6.128,    6.135, -1.259, 26.086,   0.178,   0.095,   0.245, 5,"""        """
1979-03-08T15:51:56.458,16484:08:001,1,    5.390,    2.869,    0.034,    6.106,    6.110,  0.318, 28.028,   0.091,   0.084,   0.206, 5,"""        """
1979-03-08T15:52:44.458,16484:09:001,1,    5.328,    2.670,   -0.640,    5.994,    5.998, -6.133, 26.619,   0.072,   0.119,   0.216, 5,"""        """
1979-03-08T15:53:32.458,16484:10:001,1,    5.585,    2.494,   -0.643,    6.150,    6.154, -5.998, 24.064,   0.209,   0.074,   0.195, 5,"""        """
1979-03-08T15:54:20.458,16484:11:001,1,    1.032,    0.267,    1.194,    1.601,    4.017, 48.231, 14.523,   2.830,   2.497,   0.790, 5,"""        """
1979-03-08T15:55:08.458,16484:12:001,1,   -4.232,   -0.564,   -1.004,    4.386,    4.495,-13.231,187.594,   0.894,   1.059,   0.156, 5,"""        """
1979-03-08T15:55:56.458,16484:13:001,1,   -6.124,   -1.849,   -2.683,    6.937,    7.172,-22.756,196.802,   0.352,   1.517,   0.958, 5,"""        """
1979-03-08T15:56:44.458,16484:14:001,1,   -4.821,   -1.659,    0.631,    5.138,    5.392,  7.054,198.984,   1.192,   1.037,   1.019, 5,"""        """
1979-03-08T15:57:32.459,16484:15:001,1,    1.745,    2.651,    0.349,    3.193,    3.555,  6.280, 56.652,   1.209,   2.609,   0.338, 5,"""        """
1979-03-08T15:58:20.459,16484:16:001,1,    1.844,    4.870,   -0.428,    5.225,    5.382, -4.702, 69.266,   1.510,   0.804,   0.368, 5,"""        """
1979-03-08T15:59:08.459,16484:17:001,1,   -3.695,   -2.882,    1.105,    4.814,    4.995, 13.267,217.947,   2.362,   1.451,   0.459, 5,"""        """
1979-03-08T15:59:56.459,16484:18:001,1,   -6.061,   -3.779,    0.214,    7.146,    7.198,  1.718,211.944,   0.540,   0.641,   0.239, 5,"""        """
1979-03-08T16:00:44.459,16484:19:001,1,   -6.010,   -3.279,    0.696,    6.882,    6.944,  5.806,208.617,   0.386,   0.753,   0.430, 5,"""        """
1979-03-08T16:01:32.459,16484:20:001,1,   -6.142,   -2.836,    0.373,    6.775,    6.786,  3.158,204.785,   0.188,   0.128,   0.348, 5,"""        """
1979-03-08T16:02:20.459,16484:21:001,1,   -6.230,   -2.074,   -0.642,    6.597,    6.615, -5.583,198.415,   0.191,   0.370,   0.272, 5,"""        """
1979-03-08T16:03:08.459,16484:22:001,1,   -5.952,   -2.138,   -0.461,    6.341,    6.353, -4.171,199.755,   0.327,   0.220,   0.236, 5,"""        """
1979-03-08T16:03:56.459,16484:23:001,1,   -5.571,   -2.304,   -1.049,    6.119,    6.143, -9.872,202.470,   0.469,   0.331,   0.240, 5,"""        """
1979-03-08T16:04:44.459,16484:24:001,1,   -5.913,   -1.881,   -1.298,    6.339,    6.351,-11.818,197.644,   0.178,   0.224,   0.323, 5,"""        """
1979-03-08T16:05:32.460,16484:25:001,1,   -3.799,   -0.109,    0.029,    3.801,    3.925,  0.442,181.645,   1.599,   0.792,   0.351, 5,"""        """
1979-03-08T16:06:20.460,16484:26:001,1,   -4.084,   -0.109,   -0.513,    4.118,    4.227, -7.158,181.530,   1.301,   0.460,   0.869, 5,"""        """
1979-03-08T16:07:08.460,16484:27:001,1,   -2.329,   -2.114,   -3.929,    5.033,    5.281,-51.316,222.231,   1.066,   0.614,   1.098, 5,"""        """
1979-03-08T16:07:56.460,16484:28:001,1,   -0.957,   -1.280,   -0.811,    1.793,    2.107,-26.907,233.228,   0.821,   0.358,   1.295, 5,"""        """
1979-03-08T16:08:44.460,16484:29:001,1,    0.360,   -0.768,   -0.436,    0.954,    1.402,-27.204,295.131,   0.670,   0.043,   0.817, 5,"""        """
1979-03-08T16:09:32.460,16484:30:001,1,   -0.441,   -0.677,   -0.573,    0.991,    1.037,-35.364,236.912,   0.176,   0.248,   0.183, 5,"""        """
1979-03-08T16:10:20.460,16484:31:001,1,   -0.272,   -0.732,   -0.996,    1.266,    1.270,-51.877,249.608,   0.078,   0.263,   0.351, 5,"""        """
1979-03-08T16:11:08.460,16484:32:001,1,   -0.393,   -0.216,   -0.847,    0.958,    0.973,-62.114,208.815,   0.106,   0.058,   0.398, 5,"""        """
1979-03-08T16:11:56.460,16484:33:001,1,   -0.335,    0.493,   -1.032,    1.192,    1.228,-59.974,124.209,   0.204,   0.365,   0.303, 5,"""        """
1979-03-08T16:12:44.460,16484:34:001,1,   -0.531,    0.678,   -0.862,    1.219,    1.267,-45.027,128.037,   0.314,   0.124,   0.269, 5,"""        """
1979-03-08T16:13:32.460,16484:35:001,1,   -2.711,   -1.248,   -0.442,    3.017,    3.195, -8.414,204.713,   1.886,   1.282,   0.175, 5,"""        """
1979-03-08T16:14:20.461,16484:36:001,1,   -6.166,   -4.835,    0.209,    7.838,    7.849,  1.530,218.100,   0.508,   0.157,   0.316, 5,"""        """
1979-03-08T16:15:08.461,16484:37:001,1,   -6.549,   -4.919,   -0.456,    8.203,    8.206, -3.186,216.913,   0.064,   0.049,   0.196, 5,"""        """
1979-03-08T16:15:56.461,16484:38:001,1,   -6.484,   -4.700,   -0.367,    8.017,    8.022, -2.626,215.936,   0.051,   0.253,   0.186, 5,"""        """
1979-03-08T16:16:44.461,16484:39:001,1,   -5.194,   -4.443,   -0.465,    6.851,    7.004, -3.894,220.543,   1.308,   0.685,   0.411, 5,"""        """
1979-03-08T16:17:32.461,16484:40:001,1,   -1.866,   -4.319,   -1.350,    4.894,    4.947,-16.010,246.635,   1.033,   0.989,   0.193, 5,"""        """
1979-03-08T16:18:20.461,16484:41:001,1,   -2.372,   -2.045,   -0.809,    3.235,    3.390,-14.487,220.766,   0.565,   0.424,   0.818, 5,"""        """
1979-03-08T16:19:08.461,16484:42:001,1,   -3.308,   -4.103,   -0.527,    5.297,    5.354, -5.710,231.123,   0.452,   0.538,   0.401, 5,"""        """
1979-03-08T16:19:56.461,16484:43:001,1,   -6.095,   -3.936,   -0.332,    7.263,    7.280, -2.619,212.849,   0.655,   0.182,   0.254, 5,"""        """
1979-03-08T16:20:44.461,16484:44:001,1,   -6.216,   -3.854,   -0.211,    7.317,    7.429, -1.649,211.801,   0.499,   0.684,   1.002, 5,"""        """
1979-03-08T16:21:32.461,16484:45:001,1,   -6.611,   -3.177,   -0.547,    7.355,    7.386, -4.267,205.669,   0.416,   0.569,   0.305, 5,"""        """
1979-03-08T16:22:20.462,16484:46:001,1,   -5.960,   -4.326,   -0.215,    7.368,    7.393, -1.668,215.972,   0.561,   0.288,   0.255, 5,"""        """
1979-03-08T16:23:08.462,16484:47:001,1,   -4.769,   -3.178,   -0.677,    5.771,    5.803, -6.739,213.677,   1.000,   0.580,   0.551, 5,"""        """
1979-03-08T16:23:56.462,16484:48:001,1,   -4.331,   -4.164,   -0.043,    6.008,    6.085, -0.407,223.875,   0.736,   0.553,   0.677, 5,"""        """
1979-03-08T16:24:44.462,16484:49:001,1,   -0.153,   -1.223,   -0.194,    1.248,    2.330, -8.925,262.879,   1.115,   1.646,   0.594, 5,"""        """
1979-03-08T16:25:32.462,16484:50:001,1,    2.939,    2.227,   -0.610,    3.738,    3.774, -9.394, 37.154,   1.027,   1.037,   0.204, 5,"""        """
1979-03-08T16:26:20.462,16484:51:001,1,   -0.723,   -1.232,    0.015,    1.428,    2.512,  0.590,239.578,   2.113,   0.825,   0.663, 5,"""        """
1979-03-08T16:27:08.462,16484:52:001,1,   -6.447,   -3.368,   -0.401,    7.285,    7.317, -3.158,207.587,   0.819,   0.318,   0.417, 5,"""        """
